Modelo,RMSE,MAE,R2,MAPE,RMSE_train,R2_train,Tiempo_entrenamiento_s,Tiempo_inferencia_s
Random Forest,255.17462335148508,146.7562375277674,0.8437185254313083,32.05793635038171,103.56290319619438,0.9742060668130987,318.96676754951477,0.13533592224121094
Ridge,440.8677471472089,278.7078985454114,0.5335026387285695,69.93153081318022,432.7758837297138,0.5495617721619395,2.52301287651062,0.0019550323486328125
